INT1103,0.947248425104,0.0527515748961
INT1104,0.953572388611,0.0464276113886
INT1105,0.999325109507,0.000674890493271
INT1106,0.999901787761,9.82122393498e-05
INT1107,0.999919847169,8.01528314223e-05
INT1108,0.999921582034,7.84179660712e-05
INT1109,0.999986729084,1.32709156693e-05
INT1110,0.999943818054,5.61819463988e-05
INT1111,0.999968130567,3.18694326011e-05
INT1112,0.999926659891,7.33401087071e-05
INT1113,0.999968675258,3.13247423921e-05
INT1114,0.999929478622,7.0521378181e-05
INT1115,0.999983030916,1.69690841332e-05
INT1116,0.999995311564,4.68843591985e-06
INT1117,0.9999994972,5.02800497763e-07
INT1118,0.999999954668,4.53323535381e-08
INT1119,0.999891631014,0.000108368985744
INT1120,0.999960445234,3.95547662718e-05
INT1121,0.999909911611,9.00883886775e-05
INT1122,0.99999083365,9.16634993176e-06
INT1123,0.999991378317,8.62168259878e-06
INT1124,0.999989910026,1.0089974009e-05
INT1125,0.999997924636,2.07536439356e-06
INT1126,0.999999999996,3.98111538454e-12
INT1127,0.999988061998,1.19380022612e-05
INT1128,0.999988749154,1.12508464294e-05
INT1129,0.99999414402,5.85598047412e-06
INT1130,0.999994615427,5.38457303295e-06
INT1131,0.999973213643,2.67863565194e-05
INT1132,0.949606026926,0.0503939730739
INT1133,0.942812648465,0.0571873515346
INT1134,0.97605705269,0.0239429473101
INT1135,0.984875804887,0.0151241951131
INT1136,0.91728953774,0.08271046226
INT1137,0.919325716107,0.0806742838929
INT1138,0.920310778286,0.079689221714
INT1139,0.956530931123,0.0434690688769
INT1140,0.983102337395,0.0168976626048
INT1141,0.999993806991,6.19300867699e-06
INT1142,0.813623322195,0.186376677805
INT1143,0.454474012368,0.545525987632
INT1144,0.473347339789,0.526652660211
INT1145,0.0795631502757,0.920436849724
INT1146,0.871998138421,0.128001861579
INT1147,0.905491182378,0.0945088176218
INT1148,0.590470939881,0.409529060119
INT1149,0.00253911301245,0.997460886988
INT1150,1.7570690057e-05,0.99998242931
INT1151,7.77718913887e-07,0.999999222281
INT1152,0.632281313537,0.367718686463
INT1153,0.65962182598,0.34037817402
INT1154,0.941269863864,0.0587301361364
INT1155,0.940402515215,0.0595974847847
INT1156,0.936960015179,0.0630399848207
INT1157,0.999054524698,0.000945475302166
INT1158,0.999871955757,0.000128044242739
INT1159,0.999696387699,0.000303612301294
INT1160,0.99957937832,0.000420621679832
INT1161,0.999953518107,4.64818926072e-05
INT1162,0.999942431568,5.75684324753e-05
INT1163,0.999953706246,4.62937542672e-05
INT1164,0.999256141692,0.000743858307718
INT1165,0.999288725653,0.000711274346548
INT1166,0.999342666082,0.000657333917956
INT1167,0.997913409512,0.0020865904879
INT1168,0.997243261619,0.00275673838081
INT1169,0.997949726716,0.00205027328358
INT1170,0.99934810318,0.000651896819545
INT1171,0.999985995178,1.40048220016e-05
INT1172,0.999989100227,1.08997731243e-05
INT1173,0.999730856464,0.000269143536076
INT1174,0.00288017474193,0.997119825258
INT1175,5.90898744905e-05,0.999940910126
INT1176,0.000276094935781,0.999723905064
INT1177,1.38549029679e-05,0.999986145097
INT1178,8.46928423917e-05,0.999915307158
INT1179,6.77736937717e-06,0.999993222631
INT1180,1.01450772449e-05,0.999989854923
INT1181,6.52113521817e-06,0.999993478865
INT1182,4.28865556127e-06,0.999995711344
INT1183,1.18687974094e-06,0.99999881312
INT1184,1.44270293749e-06,0.999998557297
INT1185,4.96329816861e-07,0.99999950367
INT1186,4.48687689286e-05,0.999955131231
INT1187,5.62614474654e-06,0.999994373855
INT1188,6.31708221189e-11,0.999999999937
INT1189,7.20973203494e-05,0.99992790268
INT1190,2.80596408537e-05,0.999971940359
INT1191,1.55175992519e-06,0.99999844824
INT1192,4.08107076372e-08,0.999999959189
INT1193,4.24427472653e-08,0.999999957557
INT1194,1.10122320492e-06,0.999998898777
INT1195,0.966315828482,0.033684171518
INT1196,0.997372006978,0.002627993022
INT1197,0.999835194697,0.000164805302915
INT1198,0.99982450122,0.000175498780163
INT1199,0.999918743007,8.12569931369e-05
INT1200,0.999927859225,7.21407754261e-05
INT1201,0.999982312822,1.76871781499e-05
INT1202,0.999723165371,0.000276834628819
INT1203,0.999868941881,0.000131058119171
INT1204,0.999582388681,0.000417611319446
INT1205,0.99947654114,0.000523458859839
INT1206,0.999882523532,0.000117476468355
INT1207,0.999881721012,0.000118278987649
INT1208,0.999968680598,3.13194015585e-05
INT1209,0.999915689121,8.43108791035e-05
INT1210,0.99999999763,2.37021687637e-09
INT1211,0.999996092859,3.90714139193e-06
INT1212,0.99979157817,0.00020842182956
INT1213,0.999901277839,9.8722160507e-05
INT1214,0.999963511068,3.64889318769e-05
INT1215,0.999985186505,1.4813495355e-05
INT1216,0.999961657613,3.83423867619e-05
INT1217,0.999948089621,5.19103785232e-05
INT1218,0.999845965126,0.000154034874095
INT1219,0.999836176424,0.000163823575632
INT1220,0.999921697216,7.83027844723e-05
INT1221,0.999298229021,0.000701770979011
INT1222,0.99988620135,0.000113798650355
INT1223,0.999850661989,0.000149338010726
INT1224,0.999980934774,1.90652257875e-05
INT1225,0.99999750545,2.49455040003e-06
INT1226,0.91343506514,0.08656493486
INT1227,0.117212244867,0.882787755133
INT1228,0.115120501678,0.884879498322
INT1229,0.0793486615441,0.920651338456
INT1230,0.0856280777306,0.914371922269
INT1231,0.814607679679,0.185392320321
INT1232,0.962680084779,0.0373199152211
INT1233,0.998764289738,0.00123571026244
INT1234,0.999842393731,0.000157606268757
INT1235,0.99985821629,0.000141783709572
INT1236,0.999691643457,0.000308356542642
INT1237,0.999932347271,6.76527289441e-05
INT1238,0.999715689045,0.000284310954529
INT1239,0.998656710142,0.00134328985834
INT1240,0.999998586247,1.4137527416e-06
INT1241,0.999999999943,5.69842448389e-11
INT1242,0.000336531238749,0.999663468761
INT1243,2.7215645028e-05,0.999972784355
INT1244,8.61988994707e-08,0.999999913801
INT1245,0.916421631285,0.0835783687146
INT1246,0.000412484929085,0.999587515071
INT1247,1.36956900755e-05,0.99998630431
INT1248,1.9322161391e-05,0.999980677839
INT1249,1.62333240555e-05,0.999983766676
INT1250,1.93859361975e-06,0.999998061406
INT1251,2.61591247619e-07,0.999999738409
INT1252,2.0487078372e-06,0.999997951292
INT1253,0.000139915133484,0.999860084867
INT1254,4.49810118263e-12,0.999999999996
INT1255,0.0269858546933,0.973014145307
INT1256,0.980349198063,0.019650801937
INT1257,0.988105184951,0.0118948150494
INT1258,0.998593309469,0.00140669053118
INT1259,0.998957603768,0.00104239623235
INT1260,0.9960403496,0.00395965040028
INT1261,2.29501760364e-06,0.999997704982
INT1262,5.27104118487e-07,0.999999472896
INT1263,1.72231506362e-06,0.999998277685
INT1264,1.45829397347e-06,0.999998541706
INT1265,0.000308053948735,0.999691946051
INT1266,3.01706725897e-07,0.999999698293
INT1267,1.04589724708e-08,0.999999989541
INT1268,4.32836627516e-06,0.999995671634
INT1269,1.83606472698e-06,0.999998163935
INT1270,5.03066922254e-07,0.999999496933
INT1271,1.81557294256e-06,0.999998184427
INT1272,2.76257117679e-06,0.999997237429
INT1273,0.998681260105,0.00131873989454
INT1274,0.999467297142,0.000532702857833
INT1275,0.999977903709,2.2096290837e-05
