INT1103,0.992127607011,0.00787239298867
INT1104,0.99874065693,0.00125934306966
INT1105,0.998612169418,0.00138783058206
INT1106,0.999998941724,1.05827573966e-06
INT1107,0.99999990832,9.16795884421e-08
INT1108,0.999999309538,6.90461540707e-07
INT1109,0.999998722848,1.27715191624e-06
INT1110,0.999999723013,2.76987460027e-07
INT1111,0.999999916705,8.32954787225e-08
INT1112,0.999999698763,3.01236739505e-07
INT1113,0.999999986822,1.31780283467e-08
INT1114,0.999999974458,2.55423352549e-08
INT1115,0.999999993005,6.99516307295e-09
INT1116,0.999999998627,1.37290043471e-09
INT1117,0.99999998827,1.17302302871e-08
INT1118,0.999999988177,1.1822748256e-08
INT1119,0.999999915338,8.46623753071e-08
INT1120,0.999999993692,6.30782514345e-09
INT1121,0.999999982862,1.71381234241e-08
INT1122,0.99999997664,2.33597244248e-08
INT1123,0.999999957031,4.29689483731e-08
INT1124,0.999999997082,2.91789517769e-09
INT1125,0.999999997696,2.30427707293e-09
INT1126,0.999999961875,3.81254466689e-08
INT1127,0.999999545037,4.54963374341e-07
INT1128,0.99999999302,6.98019172674e-09
INT1129,0.999999895416,1.04584417416e-07
INT1130,0.999999512794,4.87205611626e-07
INT1131,0.999999998276,1.72356791696e-09
INT1132,0.999999677015,3.22985159633e-07
INT1133,0.999999929644,7.03561186822e-08
INT1134,0.999999997629,2.37130869689e-09
INT1135,0.999999990748,9.25155479949e-09
INT1136,0.9999997623,2.37700257586e-07
INT1137,0.999999962023,3.79770579366e-08
INT1138,0.999999996187,3.81255933969e-09
INT1139,0.999999997972,2.02847901591e-09
INT1140,0.999999777689,2.22310713971e-07
INT1141,0.999999980345,1.96554914922e-08
INT1142,0.999999931988,6.80124375661e-08
INT1143,0.999999888799,1.11201066186e-07
INT1144,0.999999998971,1.02873457633e-09
INT1145,0.999999998516,1.48430571338e-09
INT1146,0.999999998521,1.47923640879e-09
INT1147,0.999999998779,1.22090738224e-09
INT1148,0.999999974869,2.5130818166e-08
INT1149,0.99999998311,1.68903009054e-08
INT1150,0.999999956658,4.3341616555e-08
INT1151,0.999999985002,1.49981968014e-08
INT1152,0.999999995614,4.38587392724e-09
INT1153,0.999999622908,3.77092291359e-07
INT1154,0.999999719115,2.80885424478e-07
INT1155,0.999999339235,6.60765420822e-07
INT1156,0.999999984287,1.57129575943e-08
INT1157,0.999999996774,3.22630567488e-09
INT1158,0.999999999975,2.45843668929e-11
INT1159,0.999999972486,2.75139169822e-08
INT1160,0.999999222572,7.77428425258e-07
INT1161,0.999999850036,1.49964108946e-07
INT1162,0.999999808668,1.91332355661e-07
INT1163,0.999999997933,2.06697361697e-09
INT1164,0.999999999982,1.77925786691e-11
INT1165,0.999999715123,2.84877392019e-07
INT1166,0.999998148889,1.85111074449e-06
INT1167,0.999999658459,3.41540715842e-07
INT1168,0.999999739834,2.60165566657e-07
INT1169,0.99999995787,4.21298213808e-08
INT1170,0.99999961328,3.8671953516e-07
INT1171,0.999999739191,2.60808659885e-07
INT1172,0.99999983435,1.65650258381e-07
INT1173,0.999999963851,3.61488399835e-08
INT1174,0.999999982654,1.73460205662e-08
INT1175,0.999999682007,3.17992621752e-07
INT1176,0.999999844498,1.5550238142e-07
INT1177,0.999999992294,7.70617026685e-09
INT1178,0.999999995075,4.92539997705e-09
INT1179,0.99999999291,7.09024063546e-09
INT1180,0.999999953252,4.67482915131e-08
INT1181,0.999999989068,1.09322453445e-08
INT1182,0.999999999397,6.03427274414e-10
INT1183,0.999989709911,1.02900885258e-05
INT1184,0.999999896608,1.03392358262e-07
INT1185,0.999999957485,4.2514780546e-08
INT1186,0.999999955743,4.42568525452e-08
INT1187,0.999998798935,1.20106485846e-06
INT1188,0.999986304969,1.36950311428e-05
INT1189,0.999990216079,9.78392104921e-06
INT1190,0.999999312589,6.87411285867e-07
INT1191,0.999999925196,7.48038127725e-08
INT1192,0.999999973771,2.62289010591e-08
INT1193,0.999999883982,1.16017905229e-07
INT1194,0.999999940843,5.91569780899e-08
INT1195,0.999998522824,1.47717648475e-06
INT1196,0.999996644331,3.35566939721e-06
INT1197,0.999999976008,2.3992154263e-08
INT1198,0.999999998246,1.75425283506e-09
INT1199,0.999999998921,1.07934748867e-09
INT1200,0.999999990101,9.89851598166e-09
INT1201,0.999999993819,6.18138546211e-09
INT1202,0.999999961649,3.83506113735e-08
INT1203,0.999999896441,1.03559261561e-07
